Timestamp,Voltage [uV]
2018/04/02 23:16:02 +0000,8382800
2018/04/02 23:20:02 +0000,8383133
2018/04/02 23:24:03 +0000,8383133
2018/04/02 23:28:05 +0000,8382800
2018/04/02 23:32:03 +0000,8392800
2018/04/02 23:36:03 +0000,8382800
2018/04/02 23:40:03 +0000,8382800
2018/04/02 23:44:02 +0000,8382800
2018/04/02 23:48:02 +0000,8382800
2018/04/02 23:52:02 +0000,8354800
2018/04/02 23:56:03 +0000,8344800
2018/04/03 00:00:03 +0000,8334800
2018/04/03 00:04:03 +0000,8324800
2018/04/03 00:08:03 +0000,8314800
2018/04/03 00:12:03 +0000,8304800
2018/04/03 00:16:03 +0000,8294800
2018/04/03 00:20:03 +0000,8294800
2018/04/03 00:24:03 +0000,8284800
2018/04/03 00:28:02 +0000,8274800
2018/04/03 00:32:02 +0000,8266800
2018/04/03 00:36:02 +0000,8256800
2018/04/03 00:40:02 +0000,8246800
2018/04/03 00:44:03 +0000,8246800
2018/04/03 00:48:04 +0000,8236800
2018/04/03 00:52:03 +0000,8226800
2018/04/03 00:56:03 +0000,8216800
2018/04/03 01:00:02 +0000,8216800
2018/04/03 01:04:02 +0000,8206800
2018/04/03 01:08:02 +0000,8196800
2018/04/03 01:12:03 +0000,8179133
2018/04/03 01:16:06 +0000,8178800
2018/04/03 01:20:02 +0000,8178800
2018/04/03 01:24:02 +0000,8159133
2018/04/03 01:28:03 +0000,8149133
2018/04/03 01:32:05 +0000,8148800
2018/04/03 01:36:03 +0000,8148800
2018/04/03 01:40:03 +0000,8138800
2018/04/03 01:44:03 +0000,8128800
2018/04/03 01:48:03 +0000,8118800
2018/04/03 01:52:02 +0000,8109133
2018/04/03 01:56:02 +0000,8108800
2018/04/03 02:00:02 +0000,8100800
2018/04/03 02:04:02 +0000,8090800
2018/04/03 02:08:03 +0000,8081133
2018/04/03 02:12:04 +0000,8080800
2018/04/03 02:16:02 +0000,8070800
2018/04/03 02:20:02 +0000,8060800
2018/04/03 02:24:03 +0000,8060800
2018/04/03 02:28:04 +0000,8050800
2018/04/03 02:32:03 +0000,8040800
2018/04/03 02:36:03 +0000,8030800
2018/04/03 02:40:03 +0000,8030800
2018/04/03 02:44:03 +0000,8020800
2018/04/03 02:48:03 +0000,8003133
2018/04/03 02:52:03 +0000,8002800
2018/04/03 02:56:02 +0000,8002800
2018/04/03 03:00:02 +0000,7992800
2018/04/03 03:04:02 +0000,8168800
2018/04/03 03:08:03 +0000,8216800
2018/04/03 03:12:03 +0000,8247133
2018/04/03 03:16:03 +0000,8285133
2018/04/03 03:20:05 +0000,8344800
2018/04/03 03:24:03 +0000,8372800
2018/04/03 03:28:02 +0000,8373133
2018/04/03 03:32:03 +0000,8383133
2018/04/03 03:36:03 +0000,8382800
2018/04/03 03:40:03 +0000,8382800
2018/04/03 03:44:03 +0000,8382800
2018/04/03 03:48:03 +0000,8382800
2018/04/03 03:52:03 +0000,8382800
2018/04/03 03:56:03 +0000,8382800
2018/04/03 04:00:03 +0000,8392800
2018/04/03 04:04:06 +0000,8392800
2018/04/03 04:08:03 +0000,8392800
2018/04/03 04:12:03 +0000,8392800
2018/04/03 04:16:03 +0000,8392800
2018/04/03 04:20:02 +0000,8392800
2018/04/03 04:24:02 +0000,8392800
2018/04/03 04:28:02 +0000,8392800
2018/04/03 04:32:03 +0000,8392800
2018/04/03 04:36:03 +0000,8392800
2018/04/03 04:40:03 +0000,8383133
2018/04/03 04:44:06 +0000,8392800
2018/04/03 04:48:02 +0000,8392800
2018/04/03 04:52:02 +0000,8392800
2018/04/03 04:56:02 +0000,8392800
2018/04/03 05:00:07 +0000,8392800
2018/04/03 05:04:03 +0000,8392800
2018/04/03 05:08:03 +0000,8383133
2018/04/03 05:12:03 +0000,8392800
2018/04/03 05:16:03 +0000,8392800
2018/04/03 05:20:02 +0000,8383133
2018/04/03 05:24:02 +0000,8392800
2018/04/03 05:28:02 +0000,8392800
2018/04/03 05:32:02 +0000,8383133
2018/04/03 05:36:03 +0000,8392800
2018/04/03 05:40:06 +0000,8392800
2018/04/03 05:44:02 +0000,8392800
2018/04/03 05:48:03 +0000,8383133
2018/04/03 05:52:03 +0000,8392800
2018/04/03 05:56:03 +0000,8392800
2018/04/03 06:00:03 +0000,8392800
2018/04/03 06:04:03 +0000,8392800
2018/04/03 06:08:03 +0000,8392800
2018/04/03 06:12:02 +0000,8392800
2018/04/03 06:16:02 +0000,8392800
2018/04/03 06:20:02 +0000,8392800
2018/04/03 06:24:02 +0000,8383133
2018/04/03 06:28:03 +0000,8383133
2018/04/03 06:32:08 +0000,8392800
2018/04/03 06:36:03 +0000,8392800
2018/04/03 06:40:03 +0000,8392800
2018/04/03 06:44:03 +0000,8392800
2018/04/03 06:48:03 +0000,8392800
2018/04/03 06:52:02 +0000,8392800
2018/04/03 06:56:02 +0000,8392800
2018/04/03 07:00:02 +0000,8392800
2018/04/03 07:04:02 +0000,8383133
2018/04/03 07:08:03 +0000,8383133
2018/04/03 07:12:06 +0000,8392800
2018/04/03 07:16:02 +0000,8392800
2018/04/03 07:20:03 +0000,8383133
2018/04/03 07:24:03 +0000,8392800
2018/04/03 07:28:03 +0000,8392800
2018/04/03 07:32:03 +0000,8383133
2018/04/03 07:36:03 +0000,8392800
2018/04/03 07:40:02 +0000,8392800
2018/04/03 07:44:02 +0000,8383133
2018/04/03 07:48:03 +0000,8383133
2018/04/03 07:52:06 +0000,8392800
2018/04/03 07:56:02 +0000,8392800
2018/04/03 08:00:02 +0000,8392800
2018/04/03 08:04:02 +0000,8392800
2018/04/03 08:08:03 +0000,8392800
2018/04/03 08:12:03 +0000,8392800
2018/04/03 08:16:03 +0000,8392800
2018/04/03 08:20:07 +0000,8392800
2018/04/03 08:24:03 +0000,8392800
2018/04/03 08:28:03 +0000,8392800
2018/04/03 08:32:03 +0000,8392800
2018/04/03 08:36:02 +0000,8392800
2018/04/03 08:40:02 +0000,8392800
2018/04/03 08:44:02 +0000,8392800
2018/04/03 08:48:02 +0000,8354800
2018/04/03 08:52:03 +0000,8344800
2018/04/03 08:56:03 +0000,8334800
2018/04/03 09:00:06 +0000,8324800
2018/04/03 09:04:02 +0000,8314800
2018/04/03 09:08:02 +0000,8314800
2018/04/03 09:12:03 +0000,8304800
2018/04/03 09:16:03 +0000,8294800
2018/04/03 09:20:03 +0000,8284800
2018/04/03 09:24:03 +0000,8274800
2018/04/03 09:28:03 +0000,8266800
2018/04/03 09:32:03 +0000,8266800
2018/04/03 09:36:03 +0000,8256800
2018/04/03 09:40:03 +0000,8246800
2018/04/03 09:44:02 +0000,8227133
2018/04/03 09:48:02 +0000,8226800
2018/04/03 09:52:03 +0000,8226800
2018/04/03 09:56:03 +0000,8216800
2018/04/03 10:00:03 +0000,8206800
2018/04/03 10:04:06 +0000,8196800
2018/04/03 10:08:03 +0000,8186800
2018/04/03 10:12:02 +0000,8186800
2018/04/03 10:16:02 +0000,8178800
2018/04/03 10:20:02 +0000,8168800
2018/04/03 10:24:02 +0000,8158800
2018/04/03 10:28:02 +0000,8158800
2018/04/03 10:32:03 +0000,8148800
2018/04/03 10:36:03 +0000,8138800
2018/04/03 10:40:03 +0000,8128800
2018/04/03 10:44:06 +0000,8118800
2018/04/03 10:48:03 +0000,8118800
2018/04/03 10:52:03 +0000,8108800
2018/04/03 10:56:03 +0000,8100800
2018/04/03 11:00:03 +0000,8090800
2018/04/03 11:04:03 +0000,8090800
2018/04/03 11:08:03 +0000,8080800
2018/04/03 11:12:03 +0000,8070800
2018/04/03 11:16:03 +0000,8060800
2018/04/03 11:20:03 +0000,8060800
2018/04/03 11:24:02 +0000,8050800
2018/04/03 11:28:02 +0000,8040800
2018/04/03 11:32:02 +0000,8040800
2018/04/03 11:36:03 +0000,8030800
2018/04/03 11:40:03 +0000,8013133
2018/04/03 11:44:02 +0000,8012800
2018/04/03 11:48:05 +0000,8002800
2018/04/03 11:52:03 +0000,8002800
2018/04/03 11:56:03 +0000,7992800
2018/04/03 12:00:03 +0000,8158800
2018/04/03 12:04:03 +0000,8196800
2018/04/03 12:08:03 +0000,8246800
2018/04/03 12:12:03 +0000,8284800
2018/04/03 12:16:02 +0000,8324800
2018/04/03 12:20:02 +0000,8362800
2018/04/03 12:24:02 +0000,8382800
2018/04/03 12:28:02 +0000,8382800
2018/04/03 12:32:03 +0000,8382800
2018/04/03 12:36:03 +0000,8383133
2018/04/03 12:40:06 +0000,8382800
2018/04/03 12:44:02 +0000,8382800
2018/04/03 12:48:02 +0000,8383133
2018/04/03 12:52:03 +0000,8382800
2018/04/03 12:56:06 +0000,8382800
2018/04/03 13:00:02 +0000,8382800
2018/04/03 13:04:02 +0000,8382800
2018/04/03 13:08:02 +0000,8392800
2018/04/03 13:12:06 +0000,8382800
2018/04/03 13:16:03 +0000,8392800
2018/04/03 13:20:03 +0000,8382800
2018/04/03 13:24:03 +0000,8382800
2018/04/03 13:28:02 +0000,8392800
2018/04/03 13:32:02 +0000,8392800
2018/04/03 13:36:02 +0000,8382800
2018/04/03 13:40:02 +0000,8382800
2018/04/03 13:44:02 +0000,8392800
2018/04/03 13:48:03 +0000,8392800
2018/04/03 13:52:06 +0000,8382800
2018/04/03 13:56:03 +0000,8382800
2018/04/03 14:00:02 +0000,8392800
